msisdn,tower_id,up_bytes,down_bytes,data_type,ip_address,website_url,event_datetime
2552638108637,144,770733,514382,video,109.69.126.157,https://hanson.com/,2024-01-01 01:01:13.621727
7531433872258,180,823616,501413,application,8.51.252.218,https://www.harrison-garrison.net/,2024-01-01 00:50:32.707161
3608809023239,1636,595096,800996,text,159.62.110.161,https://ortiz.com/,2024-01-01 00:57:34.177552
5256767149500,1584,456606,616841,image,89.244.155.150,https://www.lawrence-robbins.com/,2024-01-01 00:53:19.097760
9900439517719,1166,801565,955419,video,176.140.68.152,https://www.olson.com/,2024-01-01 00:57:34.796505
6376998994985,864,988815,114867,text,107.49.150.20,https://estrada-pugh.org/,2024-01-01 00:51:09.200647
4656738360047,1607,447813,607138,text,203.113.136.171,http://cole.com/,2024-01-01 01:05:24.722182
9956312198274,275,629475,687706,image,52.9.138.241,https://www.moreno.net/,2024-01-01 01:04:55.519841
5970117666112,295,386854,806274,application,5.211.84.114,http://www.solomon.com/,2024-01-01 00:56:36.945189
0205011603989,349,896202,794526,text,54.125.87.248,https://griffin.com/,2024-01-01 00:54:01.104664
7411917582353,891,137501,247873,text,146.198.6.149,http://www.bowers.biz/,2024-01-01 01:01:51.640928
9529029068810,291,678775,325271,application,205.222.226.105,https://www.alexander-brown.org/,2024-01-01 00:51:44.374974
6205837850580,1179,448553,573446,image,152.82.59.21,https://gutierrez.com/,2024-01-01 00:57:13.315655
2265292866209,1519,711243,911019,application,131.62.84.15,http://alexander.com/,2024-01-01 00:58:56.001137
1488140063441,1964,403486,573216,video,165.12.235.34,http://warren.org/,2024-01-01 00:59:17.511650
1135612754089,1271,882359,720185,video,217.104.255.136,https://www.randall.net/,2024-01-01 00:51:30.307849
5736081534476,1421,350179,702476,text,193.191.19.87,http://www.wolf.com/,2024-01-01 00:51:45.415707
0885710632383,1046,596977,425741,image,203.209.242.70,http://lambert-davis.com/,2024-01-01 00:52:23.472265
1869408155758,505,464171,581833,video,195.236.157.230,https://johnson.com/,2024-01-01 00:54:08.435281
4725642300352,1324,336659,960450,audio,92.113.150.153,http://www.williams.com/,2024-01-01 00:57:12.901336
2174011253206,1882,537484,982857,text,131.24.178.24,https://mendoza.com/,2024-01-01 00:59:19.734106
4203165531300,959,192351,128960,image,114.67.75.78,https://smith.biz/,2024-01-01 01:03:13.618382
3770432592415,1832,612166,316457,video,13.24.20.239,http://sullivan.org/,2024-01-01 01:05:05.203748
8759125924310,1212,938214,823081,application,200.59.211.236,https://robles-young.com/,2024-01-01 00:50:22.076395
0112440593192,714,260498,697844,image,119.250.216.87,https://johnson-johns.net/,2024-01-01 00:59:06.884920
5008718760659,513,141044,110162,audio,134.192.130.50,https://www.hernandez.net/,2024-01-01 00:52:56.325177
3070846855924,248,980623,715083,text,210.114.84.68,http://www.palmer-roman.com/,2024-01-01 01:00:35.903380
6101057105557,1219,116317,435196,text,135.88.30.72,https://rogers.biz/,2024-01-01 00:57:35.150208
4495763019033,306,399638,533904,image,40.182.23.114,https://russo.net/,2024-01-01 01:04:49.055695
2360345310593,698,509801,319770,text,211.95.198.112,https://www.hall-mason.com/,2024-01-01 01:03:33.549173
1414543857268,646,532602,521432,text,1.202.168.221,http://johnson-martinez.biz/,2024-01-01 00:53:40.316596
5847401106648,300,853354,231897,application,197.30.220.107,http://mullen.info/,2024-01-01 01:02:39.064461
0947140640334,1408,339740,569507,video,79.12.70.89,http://johnson.com/,2024-01-01 00:51:45.366913
0955434113529,23,353052,130811,audio,34.139.219.76,http://williams.com/,2024-01-01 00:59:58.955366
5988128755038,1377,222706,715376,audio,170.4.110.145,http://www.wheeler-gutierrez.com/,2024-01-01 00:51:13.245661
8872307373872,572,155057,353179,video,183.106.127.229,http://garcia.com/,2024-01-01 01:03:18.774103
7668887824403,610,658364,557932,audio,18.219.160.172,https://robinson-johnson.com/,2024-01-01 00:54:33.326543
0767488813724,12,727503,267078,video,215.124.19.181,http://www.snyder.info/,2024-01-01 00:56:40.780916
8742101371987,1662,809876,109040,video,210.127.130.37,https://hamilton-sanchez.info/,2024-01-01 00:51:49.287014
3557336048177,736,171877,796748,audio,220.221.244.154,http://www.robinson-carpenter.biz/,2024-01-01 00:59:26.417081
5494672232462,382,664870,293279,text,96.140.7.217,https://osborn.com/,2024-01-01 00:59:38.269937
8258897822112,213,273306,374616,text,203.166.153.100,https://www.hardy.net/,2024-01-01 00:52:02.359637
5251225048566,1701,596513,669889,video,194.119.228.28,http://underwood-wong.biz/,2024-01-01 00:57:48.320606
2984845725591,1194,282011,201410,image,172.242.39.242,https://www.saunders-cain.info/,2024-01-01 01:03:45.147508
3917548536818,1446,334928,614779,text,199.80.85.58,https://rivera.biz/,2024-01-01 00:58:08.261786
9062902003008,1137,545176,950695,text,148.101.177.36,http://andrews.com/,2024-01-01 00:58:16.501338
6133148116506,1694,168986,735796,text,208.228.253.183,http://www.novak-wall.com/,2024-01-01 00:59:18.257498
4977992141258,1100,740488,831679,video,137.179.25.234,http://www.english.com/,2024-01-01 01:00:37.999070
0559815831600,168,737085,333728,image,63.130.174.191,https://green-stewart.info/,2024-01-01 00:59:43.478024
6871089348111,766,775111,428467,text,220.255.155.120,https://www.smith.com/,2024-01-01 00:55:34.363223
7059899674776,627,495284,421798,audio,212.97.23.57,https://garza.com/,2024-01-01 01:01:00.244691
4587440585575,59,607759,312354,application,158.153.57.119,http://williams.com/,2024-01-01 00:52:11.899874
9430970498004,1690,912062,987526,audio,179.151.9.39,http://www.allen-howard.info/,2024-01-01 00:50:41.746630
3292029218091,1111,225271,100686,image,69.225.77.99,http://www.perez.com/,2024-01-01 01:04:44.400254
3566453455460,452,798804,825346,video,44.179.64.9,http://www.ellis.com/,2024-01-01 00:56:54.345498
4863255744559,1037,958485,480688,audio,181.226.70.107,http://ortiz.net/,2024-01-01 01:03:29.886678
5875845642395,1457,254021,652060,image,24.94.161.3,https://www.hughes.info/,2024-01-01 01:01:45.420527
1453263790877,1050,572600,839195,text,197.145.80.211,https://jones.biz/,2024-01-01 00:53:14.081819
7292271658383,1218,276664,123965,audio,169.221.251.31,https://patel-simpson.org/,2024-01-01 00:54:31.137584
4886407229546,1158,718189,707157,text,75.156.198.146,https://www.coleman-burns.com/,2024-01-01 00:52:40.702093
7523153192739,367,730997,772971,image,138.83.32.26,http://www.maxwell.com/,2024-01-01 00:50:31.354954
3118351711545,953,482178,152448,application,165.12.235.34,https://www.smith-hunt.com/,2024-01-01 00:56:06.197414
0039081409025,1300,860267,565058,audio,201.166.3.238,http://santana.com/,2024-01-01 01:04:43.295926
7211523037667,1478,808533,402905,text,185.47.118.169,https://smith-daugherty.com/,2024-01-01 01:03:41.243138
2111230186453,1532,510690,993804,application,186.246.235.199,http://bond.com/,2024-01-01 01:03:19.881757
3209569504351,1673,744230,806346,text,194.183.238.101,https://www.pitts-gonzalez.info/,2024-01-01 00:54:47.964837
5383260059523,609,700958,343132,audio,217.251.163.112,https://www.newton.com/,2024-01-01 00:56:14.287290
4795796420917,1842,152947,453998,application,219.84.105.166,http://www.delgado.com/,2024-01-01 00:50:47.078332
1577633774573,1324,331406,148542,application,119.34.53.248,http://hernandez.com/,2024-01-01 01:04:54.239240
2404711958941,547,562389,621239,image,209.108.12.29,http://clark-glover.com/,2024-01-01 01:01:16.482034
2972993595987,363,114697,546368,text,198.160.28.142,https://clark.info/,2024-01-01 00:55:26.168693
5385184910426,1943,616849,997130,application,133.134.45.79,http://marks.com/,2024-01-01 00:58:56.064772
7140420332788,1168,926653,740389,video,187.9.155.207,https://www.lewis-brown.net/,2024-01-01 01:01:33.098247
0534010018833,1752,987593,872613,text,97.1.30.161,http://petty.org/,2024-01-01 00:58:40.171874
8085492970934,1445,168517,272727,application,61.180.235.189,http://harrington.com/,2024-01-01 00:57:30.494339
4777365077062,606,359409,712905,video,179.241.198.191,https://www.paul.com/,2024-01-01 01:00:18.484982
7690368564449,863,851018,482695,video,157.232.162.165,https://www.anderson.com/,2024-01-01 01:05:47.942779
2869800143064,348,823301,932942,text,181.141.188.27,http://www.bernard.com/,2024-01-01 01:00:24.857525
6360469860720,1349,334714,890551,audio,107.168.14.33,https://www.carlson.com/,2024-01-01 01:04:15.190783
4327621996715,1495,658075,310012,video,204.170.59.93,http://www.hoover.com/,2024-01-01 01:01:29.348569
6506188853930,606,893561,506479,video,184.66.114.180,https://lane.com/,2024-01-01 00:54:25.478305
8913574111680,357,594082,766468,audio,222.60.233.237,https://martin-kelley.com/,2024-01-01 01:00:38.986514
9121187897193,297,223673,213061,image,75.183.149.123,http://barker.biz/,2024-01-01 00:55:28.115904
7842947495600,1749,248712,921429,text,212.186.214.157,https://www.hernandez-robinson.info/,2024-01-01 00:52:25.296554
0996631494857,922,869771,666481,audio,27.82.66.36,http://sawyer.com/,2024-01-01 00:57:08.712848
0660967595424,975,994021,965647,audio,202.232.191.188,https://www.perez-carpenter.com/,2024-01-01 00:56:31.106960
4075384266669,328,995804,390291,audio,194.160.76.46,https://west.net/,2024-01-01 00:59:23.371934
6272712580074,749,513176,436732,text,204.33.234.183,https://www.barry-clark.com/,2024-01-01 01:02:28.986289
1968763035163,403,790429,535046,application,132.36.247.253,http://www.smith.com/,2024-01-01 00:56:15.615913
7894877721169,1127,142283,125222,image,102.203.243.180,http://www.benjamin-campbell.com/,2024-01-01 00:52:54.768485
9127355149235,27,498061,940990,image,178.139.61.205,http://gonzalez-bell.com/,2024-01-01 00:55:05.053450
6845723711094,1221,505324,506664,application,200.220.118.238,https://gross.com/,2024-01-01 01:03:59.618029
1259162638594,14,747650,522627,application,213.134.4.195,http://riley.info/,2024-01-01 01:04:20.295401
3258811550110,1201,494533,410248,video,213.56.6.71,http://lee.net/,2024-01-01 01:04:23.487708
4307036706085,1161,391886,800109,application,45.112.188.91,http://spencer.biz/,2024-01-01 01:06:15.815438
4975771757118,1167,873363,596212,text,215.200.131.121,https://rojas.org/,2024-01-01 00:50:34.561147
0548592603873,1431,330820,988657,text,38.169.12.177,https://hubbard.com/,2024-01-01 00:55:47.792673
3124743144974,1700,693731,181609,image,55.49.130.75,https://www.jackson.com/,2024-01-01 01:00:25.557505
3567781555646,367,384991,203954,application,201.55.52.41,http://bryant.com/,2024-01-01 00:55:30.860275
3967976287790,462,196271,622202,application,217.96.103.189,http://www.daniels.com/,2024-01-01 00:58:21.243690
4314364156872,611,495173,218455,application,206.155.233.188,http://www.owen.com/,2024-01-01 00:53:13.804359
6418873005251,311,479076,994187,image,148.76.94.19,http://www.sherman-campbell.com/,2024-01-01 00:54:55.669561
4229600402004,360,816929,292825,video,198.173.175.6,http://johnson-clark.com/,2024-01-01 00:50:21.195993
8109377868469,150,857755,429615,video,216.57.201.170,http://www.marshall.com/,2024-01-01 01:00:05.935488
3649370093486,1933,907362,189175,text,169.130.35.15,http://frazier.info/,2024-01-01 01:04:33.222086
9975555984729,1625,168933,768222,video,133.204.107.63,http://www.morris.com/,2024-01-01 01:04:57.681212
5071824006856,287,804950,989471,image,196.42.124.1,https://www.hammond.com/,2024-01-01 01:00:18.866890
7821708487886,1523,721922,265097,application,212.179.45.249,http://www.sheppard.com/,2024-01-01 00:51:29.231013
0393527926123,1092,140743,274092,video,197.168.65.168,https://pratt-brooks.net/,2024-01-01 00:55:29.491795
1325631689243,757,964932,240506,audio,36.169.37.122,http://www.becker.com/,2024-01-01 01:03:40.290472
6643028572156,84,715060,251974,video,183.40.16.78,https://lewis.net/,2024-01-01 00:55:47.923284
0337438579288,886,923682,104292,text,202.27.189.182,http://neal.com/,2024-01-01 00:53:34.876920
9410949073252,286,154838,698108,video,59.56.155.124,http://brown-harris.info/,2024-01-01 00:53:58.594142
9152074824929,82,293232,948727,text,83.165.50.243,http://moreno.info/,2024-01-01 00:53:29.474845
5366153313756,1626,331491,171566,audio,4.80.180.244,https://www.bennett-walter.com/,2024-01-01 01:04:31.237683
7223287460012,1526,245158,282683,text,8.59.114.113,http://norman-holmes.com/,2024-01-01 00:53:42.032547
5270546693717,800,767460,107434,audio,21.255.96.12,https://www.bender-gutierrez.com/,2024-01-01 00:53:12.714269
7085545480175,1909,566902,617463,video,198.90.82.61,http://www.jennings-miller.com/,2024-01-01 00:51:12.311723
0164250736212,724,864089,646132,text,121.1.236.52,https://www.browning.com/,2024-01-01 01:03:57.531638
5575427131797,622,136500,283264,video,31.17.2.54,http://www.mercer.com/,2024-01-01 01:04:28.409217
7012786144275,1170,860696,878381,image,151.209.110.118,http://www.hebert-herman.com/,2024-01-01 01:03:43.027909
5366933605305,861,604270,756585,text,41.113.49.36,https://booth-newman.info/,2024-01-01 01:03:13.258483
6112168862931,738,703566,524116,image,188.11.240.2,https://www.daniels.biz/,2024-01-01 01:03:51.786999
7409026654220,1585,324874,469674,application,4.149.243.29,http://www.may.com/,2024-01-01 01:05:44.252648
6701695754126,1885,763503,910041,audio,147.238.156.89,https://erickson-lee.com/,2024-01-01 01:00:35.233171
0071864296800,624,356299,587536,text,109.42.219.247,http://taylor.org/,2024-01-01 00:56:11.640408
5804053930806,882,476709,266090,video,206.138.189.20,https://www.french.com/,2024-01-01 00:57:07.211298
9324050822429,724,426754,818610,video,163.208.250.59,http://adams.info/,2024-01-01 00:54:45.937199
8698652600053,376,854891,617640,image,108.121.88.244,http://sanchez.info/,2024-01-01 00:53:55.435251
1050127105483,158,493767,245095,image,198.215.163.109,http://www.weaver.com/,2024-01-01 01:00:11.226696
0862154536122,1293,754490,189169,audio,83.51.205.180,https://www.duarte-yu.biz/,2024-01-01 00:58:22.443488
5727976564140,1552,126551,922051,audio,192.8.173.164,http://www.valentine.org/,2024-01-01 00:53:15.215536
4049492147389,1602,112992,485606,audio,35.28.43.89,http://mckay.com/,2024-01-01 00:56:09.831949
6596087892572,801,800016,126765,application,189.25.251.254,https://cooper-walker.biz/,2024-01-01 01:00:02.262285
8828078602416,1431,658564,542729,text,177.103.70.168,https://www.jennings-hall.com/,2024-01-01 00:53:48.198097
2747728262533,928,519400,304624,video,56.135.132.63,http://sampson.net/,2024-01-01 00:52:14.128234
4303661530820,1380,645541,309128,audio,80.206.40.165,http://www.price.com/,2024-01-01 01:04:37.762683
9816762923746,662,666100,818531,image,85.11.11.118,https://www.rodriguez.info/,2024-01-01 01:03:58.555681
6433441528473,760,214858,313730,audio,130.205.129.236,https://brewer.org/,2024-01-01 00:58:52.294269
9909567283985,1784,580245,718354,video,156.12.160.56,http://dalton.biz/,2024-01-01 01:06:08.603328
7798354956364,688,385891,341247,audio,84.170.113.118,http://www.sanders.com/,2024-01-01 01:05:16.532945
0204653356785,1183,598761,366090,audio,160.66.77.215,https://www.bond-patterson.com/,2024-01-01 01:04:14.503559
8025397366299,107,486883,193927,video,176.248.55.125,http://www.bennett-harris.org/,2024-01-01 01:03:58.715350
0087074756035,1459,943331,821595,audio,27.225.183.175,https://www.adams-richardson.com/,2024-01-01 00:55:52.910258
7030158397678,740,107807,729840,audio,221.59.224.246,https://jenkins.com/,2024-01-01 00:51:28.083677
0681376319296,1010,176413,229317,application,163.200.200.145,https://hunter.org/,2024-01-01 00:55:34.703879
0897614206237,1360,371154,143328,video,78.64.105.225,http://villegas.org/,2024-01-01 00:55:22.544386
1981119285450,481,390068,608585,application,67.39.246.245,http://nelson.org/,2024-01-01 00:55:35.670390
1962893827213,1247,138871,150324,image,181.207.196.158,https://www.brown-dunlap.com/,2024-01-01 00:54:24.658112
2697843404785,1887,406654,800690,image,132.3.235.233,https://long-norris.org/,2024-01-01 00:53:31.678511
3886613380109,1601,324113,420118,image,151.56.158.45,http://www.edwards.com/,2024-01-01 01:00:27.421586
2061274740603,103,511018,312711,video,106.229.208.32,http://brown.net/,2024-01-01 00:55:03.661122
1811940421003,1799,591348,365572,application,182.187.43.129,http://www.reyes.net/,2024-01-01 01:01:16.186910
7428847119358,320,710551,806663,video,160.94.107.199,http://paul-rodriguez.com/,2024-01-01 01:00:10.640297
7190411862666,1668,601478,225549,image,199.207.216.128,http://www.campbell-hughes.com/,2024-01-01 00:58:11.209241
9482320757311,1638,629408,572608,application,69.206.160.114,https://www.hurst-jenkins.com/,2024-01-01 01:06:47.706545
8781402677094,16,237552,556814,text,64.163.219.191,https://hale-ball.com/,2024-01-01 01:05:39.265036
4000906412136,479,914285,332325,application,43.207.83.45,https://bailey-jones.net/,2024-01-01 01:03:30.901084
5119423150399,1786,121173,895607,text,183.243.202.121,http://welch.com/,2024-01-01 00:53:30.196875
8390489396330,87,181998,932181,application,170.101.215.177,https://hale.com/,2024-01-01 00:53:31.096678
5090100606957,383,237639,656523,text,183.178.30.192,http://kelly.com/,2024-01-01 00:54:16.815040
7024807511467,1085,945383,978898,application,1.138.67.102,https://davis.com/,2024-01-01 00:54:58.264268
0169280835993,1488,572788,746609,text,169.187.252.135,https://www.dominguez.com/,2024-01-01 01:00:16.249136
3763279641780,303,937752,563571,image,210.111.183.73,https://www.turner.com/,2024-01-01 00:54:17.965824
1624858540790,1273,666720,657435,application,1.12.178.252,https://www.wright.com/,2024-01-01 00:50:36.470774
1620060487430,847,741472,251894,text,188.96.34.96,http://www.mann-dunn.com/,2024-01-01 00:55:54.237192
0906501986435,1471,552221,336585,text,208.75.179.10,https://montoya.com/,2024-01-01 00:54:37.452365
3326936167450,599,195345,623888,image,23.137.254.237,https://anderson.com/,2024-01-01 00:52:10.346103
4845841557751,1487,690005,906245,image,105.114.45.135,http://www.wilson-salas.com/,2024-01-01 00:56:06.240331
9855335470676,374,151825,769833,image,57.199.6.243,http://www.ward-baker.com/,2024-01-01 00:52:38.293557
3998812787702,1833,964399,918169,text,195.175.8.55,https://moore-washington.com/,2024-01-01 00:51:55.262713
3717464747825,944,212976,277717,image,201.143.33.104,https://jones.com/,2024-01-01 01:00:32.569722
8109409970772,1298,417761,252250,text,183.169.54.16,https://black.com/,2024-01-01 01:02:20.115923
9947272649759,1097,420024,343009,text,58.129.73.189,https://kemp.com/,2024-01-01 00:55:25.949282
3129722734283,1859,821223,383975,video,137.121.9.11,http://washington-bradford.com/,2024-01-01 01:06:15.790362
6987203050691,782,409246,410605,image,218.204.54.220,https://robinson.biz/,2024-01-01 00:56:56.095905
1519987913166,188,557531,680445,image,44.110.208.208,http://www.clayton.com/,2024-01-01 00:54:25.179747
3936520600089,1382,986416,289268,audio,158.118.11.125,https://miller.com/,2024-01-01 00:55:30.780558
6357720957246,1469,678479,187931,video,210.156.122.224,http://www.sellers.com/,2024-01-01 00:59:01.758211
1603530047949,1026,604338,946227,text,218.135.157.131,http://www.jones.info/,2024-01-01 01:05:19.600653
0956904141554,1966,893332,408052,text,111.131.209.110,http://www.henry.net/,2024-01-01 00:56:11.132401
7527284923444,379,361436,653575,application,42.1.172.125,http://www.calderon.com/,2024-01-01 01:05:09.799500
7942284972264,1342,144601,478650,video,94.166.200.24,https://gonzalez.com/,2024-01-01 01:04:42.088379
1309153957417,152,182292,721817,application,91.217.212.15,https://www.walter.com/,2024-01-01 01:05:40.021936
